title,researcher,institution,start_date,project_url
抗FGF2アプタマーを用いた軟骨無形成症治療薬の開発,,株式会社リボミック,2016-03-02 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00013.html
重症慢性虚血性心不全患者に対する自家心臓幹細胞治療―JOKER試験,細田　徹,学校法人東海大学,2016-01-25 00:00:00,https://www.amed.go.jp/koubo/01/02/0102C_00032.html
自己皮膚由来培養線維目芽細胞シートを用いた肺気漏閉鎖,神崎　正人,学校法人東京女子医科大学,2016-01-25 00:00:00,https://www.amed.go.jp/koubo/01/02/0102C_00032.html
臨床利用のための新規ES細胞の樹立とストック作製に関する研究,梅澤　明弘,国立研究開発法人国立成育医療研究センター,2016-01-25 00:00:00,https://www.amed.go.jp/koubo/01/02/0102C_00032.html
オールジャパンでの一元管理を目指す再生医療等に特化したデータシステムの構築に関する研究,澤　芳樹,一般社団法人日本再生医療学会,2016-01-25 00:00:00,https://www.amed.go.jp/koubo/01/02/0102C_00032.html
自己培養上皮細胞シート製品およびコンビネーション製品を用いた食道再生治療の治験実施に関する研究,斎藤　豊,国立研究開発法人国立がん研究センター,2016-01-25 00:00:00,https://www.amed.go.jp/koubo/01/02/0102C_00032.html
重症心不全に対するiPS細胞由来心筋細胞シート移植の治験を目指した心筋再生治療の実現化研究,澤　芳樹,国立大学法人大阪大学,2016-01-25 00:00:00,https://www.amed.go.jp/koubo/01/02/0102C_00032.html
新たな培養・移植・イメージング技術を駆使した自己骨髄間質細胞移植による脳梗塞再生治療,寳金　清博,国立大学法人北海道大学,2016-01-25 00:00:00,https://www.amed.go.jp/koubo/01/02/0102C_00032.html
National Clinical Databaseに基づく新しいベンチマーキング体制の構築に関する研究,宮田　裕章,慶應義塾大学,2015-12-24 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00063.html
多層的オミックス解析による、がん、精神疾患、腎疾患を対象とした医療技術開発,清水　孝雄,国立研究開発法人国立国際医療研究センター研究所,2015-12-04 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00004.html
疾患特異的iPS細胞を用いた球脊髄性筋萎縮症の病態解明・治療法探索のための効率的解析システムの開発,祖父江　元,国立大学法人名古屋大学,2015-11-25 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00113.html
疾患特異的iPS細胞を用いて同定したFGFR3異常症の治療薬候補スタチンの治験に必要な非臨床試験と病態解明,澤井　英明,学校法人兵庫医科大学,2015-11-25 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00113.html
iPS細胞を用いた家族性ALSの病態解明・新規治療法開発,青木　正志,国立大学法人東北大学,2015-11-25 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00113.html
オートファジー促進によるミトコンドリアクリアランス上昇を薬理作用とする新たなパーキンソン病治療薬開発,服部　信孝,学校法人順天堂大学,2015-11-25 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00113.html
新規治療法開発に向けた組織工学的心筋組織による肥大型心筋症の病態解明,松浦　勝久,学校法人東京女子医科大学,2015-11-25 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00113.html
GATA2欠損症由来iPS細胞を用いた新規分化因子の同定,野々山　恵章,防衛医科大学校,2015-11-25 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00113.html
進行性骨化性線維異形成症患者由来iPS細胞を活用して作製した異所性骨形成モデルマウスによる病態進行過程解明および治療薬候補化合物評価,池谷　真,国立大学法人京都大学,2015-11-25 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00113.html
Pendred症候群由来疾患iPS細胞を用いた病態生理と新規治療標的の探索およびiPS細胞技術を用いた症例毎の薬剤感受性の事前予測に関する研究,小川　郁,学校法人慶應義塾　慶應義塾大学,2015-11-25 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00113.html
パーキンソン病iPS細胞を用いた疾患解析と治療法開発,高橋　良輔,国立大学法人京都大学,2015-11-25 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00113.html
疾患特異的iPS細胞を用いたポンペ病に対する新規治療薬の開発研究,櫻井　英俊,国立大学法人京都大学,2015-11-25 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00113.html
成人における未診断疾患に対する診断プログラムの開発に関する研究,水澤　英洋,国立研究開発法人国立精神・神経医療研究センター,2015-11-20 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00111.html
多発性硬化症に対する新規抗体治療薬の開発,山下　俊英,国立大学法人大阪大学,2015-11-20 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00111.html
多発性硬化症における革新的な医薬品等の開発を促進させる研究,山村　隆,国立研究開発法人国立精神・神経医療研究センター,2015-11-20 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00111.html
新規配列連結型核酸医薬品を用いたデュシェンヌ型筋ジストロフィーに対するエクソン・スキップ治療の実用化に関する研究,武田　伸一,国立研究開発法人国立精神・神経医療研究センター,2015-11-20 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00111.html
デュシェンヌ型筋ジストロフィーに対する革新的筋萎縮阻害医薬の実用化,砂田　芳秀,学校法人川崎学園川崎医科大学,2015-11-20 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00111.html
起源を異にするカイコ近交系のゲノムリシークエンシング,嶋田　透,東京大学,2015-11-09 00:00:00,https://www.amed.go.jp/koubo/04/01/0401C_00080.html
多様な特性を持つショウジョウバエ種のゲノム配列（2）,近藤　周,情報・システム研究機構,2015-11-09 00:00:00,https://www.amed.go.jp/koubo/04/01/0401C_00080.html
1分子長鎖再解読に基づく標準マウスゲノム配列および構造決定と公開,権藤　洋一,理化学研究所,2015-11-09 00:00:00,https://www.amed.go.jp/koubo/04/01/0401C_00080.html
ミヤコグサリソースの活用に向けたGifu系統の高精度ゲノム情報整備,佐藤　修正,東北大学,2015-11-09 00:00:00,https://www.amed.go.jp/koubo/04/01/0401C_00080.html
Aspergillus fumigatus,矢口　貴志,千葉大学,2015-11-09 00:00:00,https://www.amed.go.jp/koubo/04/01/0401C_00080.html
ラット20系統のターゲットキャプチャによるゲノムリシーケンシング,須山　幹太,九州大学,2015-11-09 00:00:00,https://www.amed.go.jp/koubo/04/01/0401C_00080.html
自己軟骨細胞シートのための統合的評価手法の開発,的場　亮,株式会社DNAチップ研究所,2015-11-06 00:00:00,https://www.amed.go.jp/koubo/01/02/0102C_00030.html
均質な培養ヒト角膜内皮細胞による安全な再生医療の確立のための革新的評価法の開発,木下　茂,京都府公立大学法人京都府立医科大学,2015-11-06 00:00:00,https://www.amed.go.jp/koubo/01/02/0102C_00030.html
MRI三次元自動解析ソフトウェアを用いた膝軟骨・半月板評価基準の確立,関矢　一郎,国立大学法人東京医科歯科大学,2015-11-06 00:00:00,https://www.amed.go.jp/koubo/01/02/0102C_00030.html
女性ホルモンに着目した疫学研究および介入研究を用いた予防法の開発,林 邦彦,国立大学法人群馬大学,2015-11-02 00:00:00,https://www.amed.go.jp/koubo/04/02/0402C_00165.html
若年女性の心身の健康をサポートする包括的な異分野融合研究,八重樫 伸生,国立大学法人東北大学,2015-11-02 00:00:00,https://www.amed.go.jp/koubo/04/02/0402C_00165.html
女性ホルモンに着目した疫学研究を用いた予防法の開発,澤田 典絵,国立研究開発法人国立がん研究センター,2015-11-02 00:00:00,https://www.amed.go.jp/koubo/04/02/0402C_00165.html
女性の健康向上に資するウェアラブル医療機器等の開発、および機器利用による診療の質向上に関する研究,篠原 一之,国立大学法人長崎大学,2015-11-02 00:00:00,https://www.amed.go.jp/koubo/04/02/0402C_00165.html
子宮内膜症の病態解明、および予防・治療法の開発,大須賀 穣,国立大学法人東京大学,2015-11-02 00:00:00,https://www.amed.go.jp/koubo/04/02/0402C_00165.html
幹細胞を標的にした子宮内膜症の病態解明と新しい薬剤評価システム・治療薬の開発,丸山 哲夫,学校法人慶應義塾大学,2015-11-02 00:00:00,https://www.amed.go.jp/koubo/04/02/0402C_00165.html
エストロゲン低下に伴う骨粗鬆症の病態解明と予防、治療に関する研究,田中 栄,国立大学法人東京大学,2015-11-02 00:00:00,https://www.amed.go.jp/koubo/04/02/0402C_00165.html
臓器連関の視点から俯瞰した閉経後骨粗鬆症の病態解明と新規骨代謝マーカーの同定,竹田 秀,国立大学法人東京医科歯科大学,2015-11-02 00:00:00,https://www.amed.go.jp/koubo/04/02/0402C_00165.html
若年女性のスポーツ障害の解析とその予防と治療,藤井 知行,国立大学法人東京大学,2015-11-02 00:00:00,https://www.amed.go.jp/koubo/04/02/0402C_00165.html
出産後の糖尿病・メタボリックシンドローム発症のリスク因子同定と予防介入に関する研究,平松 祐司,国立大学法人岡山大学,2015-11-02 00:00:00,https://www.amed.go.jp/koubo/04/02/0402C_00165.html
酵素阻害アプタマーを用いた高感度簡易迅速疾病診断法の開発,池袋　一典,東京農工大学,2015-10-29 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00178.html
メチル化DNAオートコレクターの開発,岡本　晃充,東京大学,2015-10-29 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00178.html
電子顕微鏡技術に基づくがん診断法の開発,菊池　寛利,浜松医科大学,2015-10-29 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00178.html
次世代乳癌スクリーニングのためのマイクロ波散乱場断層イメージングシステムの開発,木村　建次郎,神戸大学,2015-10-29 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00178.html
自己抗体マーカー探索システムの開発,五島　直樹,産業技術総合研究所,2015-10-29 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00178.html
QOL向上と医療費削減に貢献する前立腺癌自動血液検査システムの開発,須田　美彦,コニカミノルタ株式会社,2015-10-29 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00178.html
日本の先端情報科学技術を利用したユニバーサル・ヘルス・カバレッジ達成のための保健医療サービス提供の最適化に関する研究  ,松下　由実,国立国際医療研究センター,2015-10-26 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00101.html
モバイル情報通信を使用した災害時の精神保健・心理社会的支援に関する研究,金　吉晴,国立精神・神経センター,2015-10-26 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00101.html
DOCKファミリー分子の生体機能と動作原理の理解に基づく革新的医薬品の創出,福井宣規,九州大学生体防御医学研究所,2015-10-23 00:00:00,https://www.amed.go.jp/koubo/04/02/0402C_00166.html
発生原理に基づく機能的立体臓器再生技術の開発,中内啓光,東京大学医科学研究所,2015-10-23 00:00:00,https://www.amed.go.jp/koubo/04/02/0402C_00166.html
迅速診断法の開発とリスク分析に基づいた顧みられない熱帯病対策モデルの創成   ,鈴木 定彦,北海道大学,2015-10-21 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00103.html
西アフリカ・ブルキナファソにおけるデング熱媒介蚊制御のための集学的研究,嘉糠 洋陸,東京慈恵会医科大学,2015-10-21 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00103.html
アフリカのNTD対策に資する大陸的監視網に向けたイノベーティブ・ネットワークの構築：一括・同時診断技術を基軸とした展開,金子 聰,長崎大学,2015-10-21 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00103.html
集束超音波治療機器とドラッグデリバリーシステムを組合せた音響力学的療法の実用化開発,,学校法人東京女子医科大学、学校法人東京医科大学、国立大学法人東北大学、株式会社日立メディコ、株式会社デンソー、興和株式会社,2015-10-19 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00170.html
難治性神経障害性疼痛に対する在宅治療用反復経頭蓋磁気刺激装置の医師主導治験,,国立大学法人大阪大学、学校法人近畿大学、国立大学法人浜松医科大学、公立大学法人和歌山県立医科大学、帝人ファーマ株式会社,2015-10-19 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00170.html
加速器型治療装置によるホウ素中性子捕捉療法（BNCT）の医師主導治験,,国立大学法人筑波大学、国立研究開発法人国立がん研究センター、国立大学法人京都大学、一般財団法人脳神経疾患研究所付属総合南東北病院、株式会社東芝、株式会社CICS,2015-10-19 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00170.html
多階層データの統合モデリングによる薬物動態予測システムの構築,水口　賢司,国立研究開発法人,2015-10-09 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00014.html
インフォマティクスとシミュレーションを融合した多面的心毒性予測システムの構築,本間　光貴,国立研究開発法人,2015-10-09 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00014.html
肝毒性予測のためのインフォマティクスシステム構築に関する研究,山田　弘,国立研究開発法人,2015-10-09 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00014.html
皮膚・腸内細菌叢解析 によるアレルギー疾患病態解明,斎藤　博久,国立研究開発法人　国立成育医療研究センター研究所,2015-10-02 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00115.html
アトピー性皮膚炎・食物アレルギーの発症・経過と関連する皮膚・腸内細菌叢の解析,下条　直樹,国立大学法人　千葉大学・大学院医学研究院・小児病態学,2015-10-02 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00115.html
次世代ヘリックス模倣ライブラリーの構築,小路　弘行,株式会社PRISM　BioLab,2015-10-02 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00002.html
PPI界面三次元構造に基づくPPI化合物ライブリー,古谷　利夫,ペプチドリーム株式会社,2015-10-02 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00002.html
慢性肉芽腫症腸炎に対する小児用サリドマイド製剤の実用化に向けた研究,河合　利尚,国立成育医療研究センター,2015-10-02 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00002.html
進行性骨化性線維異形成症に対する新規治療薬の開発,戸口田　淳也,国立大学法人京都大学,2015-10-02 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00002.html
リコンビナントヒトIGF-1（メカセルミン）の突発性難聴への適応拡大のための医師主導型治験,中川　隆之,国立大学法人京都大学,2015-10-02 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00002.html
先天性心疾患の長期予後の視点に基づいた介入のあり方に関する研究,白石　公,国立循環器病研究センター,2015-10-01 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00116.html
脳卒中急性期治療に関する国内臨床拠点施設を適切に活用した国際共同試験の円滑な企画・遂行を目指した基盤整備研究,豊田　一則,国立循環器病研究センター,2015-10-01 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00116.html
新型多剤耐性菌克服のための新規阻害物質等の探索,荒川　宜親,名古屋大学,2015-09-18 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00156.html
下痢症病原体の遺伝的多様性解析に基づく病原解析と医療診断薬シーズの探索,大西　真,国立感染症研究所,2015-09-18 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00156.html
デング熱国内流行阻止のためのデングウイルス及びデング熱媒介蚊ゲノムデータベースの強化と利用,沢辺　京子,国立感染症研究所,2015-09-18 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00156.html
迅速・正確な感染症診断を可能にする病原微生物同定システムの開発,今西　規,東海大学,2015-09-18 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00156.html
全国共同利用型国際標準化健康・医療情報の収集および利活用に関する研究,荒木 賢二,特定非営利活動法人日本医療ネットワーク協会,2015-09-18 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00067.html
EHRを活用した臨床データベースによる糖尿病重症化・合併症発症リスク診断支援プログラムの開発,松久　宗英,徳島大学　糖尿病臨床・研究開発センター,2015-09-18 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00067.html
医用知能情報システム基盤の研究開発,大江　和彦,東京大学医学部附属病院,2015-09-18 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00067.html
地域横断的な医療介護情報のICT化により、世界最先端の臨床研究基盤等の構築を加速するための研究,今村　知明,奈良県立医科大学健康政策医学講座,2015-09-18 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00066.html
時間軸を念頭に適切な医療・ケアを目指した、認知症の人等の全国的な情報登録・連携システムに関する研究,鳥羽　研二,国立長寿医療研究センター,2015-09-04 00:00:00,https://www.amed.go.jp/koubo/01/04/0104C_00182.html
認知症臨床研究の実施を支援する国内・国際連携体制の構築に関する研究,加藤　祐一,大阪市立大学,2015-09-04 00:00:00,https://www.amed.go.jp/koubo/01/04/0104C_00182.html
治療抵抗性統合失調症に対する客観的診断・治療法の開発,橋本　亮太,大阪大学,2015-09-04 00:00:00,https://www.amed.go.jp/koubo/01/04/0104C_00182.html
脳脊髄液サンプルを用いたうつ病バイオマーカーの開発,功刀　浩,国立精神・神経医療研究センター,2015-09-04 00:00:00,https://www.amed.go.jp/koubo/01/04/0104C_00182.html
次世代バイオ医薬品を目指した低分子二重特異性抗体の基盤技術開発,浅野　竜太郎,国立大学法人東北大学,2015-09-03 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00001.html
新規アミノ酸を用いた高親和性・高安定性VHH抗体の作製技術の開発,坂本　健作,国立研究開発法人理化学研究所,2015-09-03 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00001.html
骨格筋指向性のあるペプチド付加モルフォリノ核酸DDS技術の臨床応用に向けた開発,岡田　尚巳,学校法人日本医科大学,2015-09-03 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00001.html
組織特異的送達能を有するコンジュゲートsiRNAの創成,上野　義仁,国立大学法人岐阜大学,2015-09-03 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00001.html
糖タンパク質バイオ医薬品の糖鎖の高機能化のための解析・制御・管理システムの開発,川崎　ナナ,公立大学法人横浜市立大学,2015-09-03 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00001.html
バイオ医薬品のマルチモーダル化による可視化・定量技術開発,渡邊　恭良,国立研究開発法人理化学研究所,2015-09-03 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00001.html
全身・臓器丸ごとイメージング技術によるバイオ医薬品の時間的・空間的な体内動態可視化技術の開発,上田　泰己,国立大学法人東京大学,2015-09-03 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00001.html
ゼノ核酸アプタマー創薬基盤技術の開発,桑原　正靖,国立大学法人群馬大学,2015-09-03 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00001.html
細胞内がん抗原を標的とするT細胞受容体様抗体の効率的取得法の開発,磯部　正治,国立大学法人富山大学,2015-09-03 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00001.html
先端医療開発を担う人材養成のための標準化教育プログラムの策定と実践,長村 文孝,東京大学医科学研究所　先端医療開発推進分野,2015-08-31 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00064.html
疾患関連遺伝子等の探索を効率化するための遺伝子多型情報の高度化（がん多施設共同臨床試験グループにおける試料解析研究の実施）,福田　治彦,日本臨床腫瘍研究グループ（JCOG）,2015-08-28 00:00:00,https://www.amed.go.jp/koubo/04/01/0401C_00079.html
小児がんの発症と臨床経過に関する薬理遺伝学的解析研究,堀部　敬三,日本小児がん研究グループ（JCCG）,2015-08-28 00:00:00,https://www.amed.go.jp/koubo/04/01/0401C_00079.html
小児ネフローゼ症候群の疾患感受性遺伝子及び薬剤感受性遺伝子同定研究,飯島　一誠,神戸大学,2015-08-28 00:00:00,https://www.amed.go.jp/koubo/04/01/0401C_00079.html
心臓突然死の発症リスク遺伝子の解明と層別化システムの構築,蒔田　直昌,長崎大学,2015-08-28 00:00:00,https://www.amed.go.jp/koubo/04/01/0401C_00079.html
成育難病のオーダーメイド医療実現を目指したゲノム解析研究,松原　洋一,国立成育医療研究センター,2015-08-28 00:00:00,https://www.amed.go.jp/koubo/04/01/0401C_00079.html
多発性硬化症におけるインターフェロン治療効果及び知的障害等のゲノム解析による発症メカニズム解析研究,後藤　雄一,国立精神・神経医療研究センター,2015-08-28 00:00:00,https://www.amed.go.jp/koubo/04/01/0401C_00079.html
高齢発症AML/MDSにおける胚細胞変異に基づく個別化医療の確立,牧島　秀樹,京都大学,2015-08-28 00:00:00,https://www.amed.go.jp/koubo/04/01/0401C_00079.html
認知症罹患者ゲノムと超正常者としての超百寿者ゲノムの網羅的比較による認知症発症要因の解明,小﨑　健次郎,慶應義塾大学,2015-08-28 00:00:00,https://www.amed.go.jp/koubo/04/01/0401C_00079.html
薬物乱用頭痛における抑肝散の有効性の検討,荒木 信夫,埼玉医科大学,2015-08-28 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00065.html
がん治療による有害事象に対する統合医療的介入の検討―頭頸部がん放射線療法による口腔乾燥症に対する検討―,伊藤 壽記,大阪大学,2015-08-28 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00065.html
統合医療としてのヨガの有用性と安全性に関する研究,岡 孝和,九州大学,2015-08-28 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00065.html
地域づくりによる介護予防を推進するための研究,,国立大学法人千葉大学,2015-08-25 00:00:00,https://www.amed.go.jp/koubo/01/04/0104C_00089.html
プレクリニカル期におけるアルツハイマー病に対する客観的画像診断・評価法の確立を目指す臨床研究,,公立大学法人大阪市立大学,2015-08-25 00:00:00,https://www.amed.go.jp/koubo/01/04/0104C_00089.html
健康長寿社会の実現を目指した大規模認知症コホート研究の創設,,国立大学法人九州大学,2015-08-25 00:00:00,https://www.amed.go.jp/koubo/01/04/0104C_00089.html
進行したALS患者等を含む障害者のコミュニケーション支援機器の開発,,独立行政法人国立病院機構新潟病院,2015-08-25 00:00:00,https://www.amed.go.jp/koubo/01/04/0104C_00089.html
体温調整が困難な頸髄損傷者等の障害者に対する運動中の体温調整システムの開発,,国立障害者リハビリテーションセンター,2015-08-25 00:00:00,https://www.amed.go.jp/koubo/01/04/0104C_00089.html
心房細動発症リスクと重症化リスクの層別化指標の確立を目的とした大規模コホート・レジストリー共同研究,奥村　謙,弘前大学,2015-08-18 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00118.html
心房細動リスクの評価・層別化指標としてのリスクスコアの開発とリスク軽減に資する因子の検討,下川　宏明,東北大学,2015-08-18 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00118.html
脳卒中を含む循環器病の診療情報の収集のためのシステムの開発に関する研究,峰松　一夫,国立循環器病研究センター,2015-08-18 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00118.html
生活習慣病予防や高齢者の身体機能維持のためのエネルギーバランスに関する指標の開発並びに栄養素の摂取上限量に関するデータベースの開発に資する研究,勝川　史憲,慶應義塾大学,2015-08-18 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00118.html
脳卒中を含む循環器病対策の評価指標の開発に関する研究,飯原　弘二,九州大学,2015-08-18 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00118.html
脳卒中・循環器病の遠隔医療の開発と検証のための研究,筒井　裕之,北海道大学,2015-08-18 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00118.html
糖尿病の標準的治療の開発と均てん化に関する研究,林　登志雄,名古屋大学,2015-08-18 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00118.html
重症循環不全・呼吸不全に対する体外式膜型人工肺（ECMO）療法の治療体制構築に関する研究,竹田　晋浩,日本医科大学,2015-08-18 00:00:00,https://www.amed.go.jp/koubo/01/05/0105C_00118.html
ウェアラブルモニターで実現する循環器診断支援技術の開発,,オムロンヘルスケア株式会社、学校法人自治医科大学、国立大学法人九州大学,2015-08-11 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00176.html
表情・音声・日常生活活動の定量化から精神症状の客観的評価をリアルタイムで届けるデバイスの開発,,学校法人慶応義塾、株式会社アドバンスト・メディア、株式会社UBIC　MEDICAL、株式会社システムフレンド、セムコ・テクノ株式会社、ソフトバンクモバイル株式会社、日本マイクロソフト株式会社,2015-08-11 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00176.html
注視点検出技術を活用した発達障がい診断システムの開発,,国立大学法人大阪大学、国立大学法人浜松医科大学、国立大学法人福井大学、国立大学法人弘前大学、国立大学法人佐賀大学、国立大学法人千葉大学、国立大学法人鳥取大学、国立大学法人金沢大学、株式会社JVCケンウッド,2015-08-11 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00176.html
分子病理診断の標準化を解決するための癌核解析用医療機器及び前処理試薬の開発・海外展開,,ニットーボーメディカル株式会社,2015-08-10 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00145.html
国産オリジナル技術を基盤とする内視鏡下レーザ治療器の開発・海外展開,,株式会社モリタ製作所　,2015-08-10 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00145.html
癌の分子標的薬の適応を迅速に決定する装置の開発,,公益財団法人あきた企業活性化センター,2015-08-10 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00145.html
足底面を対象とした糖尿病性神経障害検査機器の開発・事業化,,近畿産業技術クラスター協同組合,2015-08-10 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00145.html
在宅歯科医療における口腔感染症や誤嚥性肺炎の予防機能を有した抗菌性粘膜調整材の開発・事業化,,公益財団法人岡山県産業振興財団,2015-08-10 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00145.html
デュアルOCTと視覚刺激により網膜機能を評価し、視機能の回復を促す医療機器の開発と事業化,,公益財団法人科学技術交流財団,2015-08-10 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00145.html
高強度NiTiを用いた下肢用セルフエキスパンダブルステントの開発・海外展開,,テルモ株式会社,2015-08-10 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00145.html
歯科X線撮影法を統合し患者被ばくを低減するオールインワンCT(断層撮影)の開発・事業化,,株式会社信州TLO,2015-08-10 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00145.html
ファインバブル利用による滅菌装置の開発,,ファインバブル産業会,2015-08-10 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00145.html
術野付近の視認性を改善するための高機能プラスチック製開創器の開発・事業化,,一般財団法人九州産業技術センター,2015-08-10 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00145.html
世界初の人工気管の製品化事業,,公立大学法人福島県立医科大学,2015-08-10 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00145.html
無呼吸症候群を軽減するための在宅医療機器の開発・事業化,,seven dreamers laboratories株式会社,2015-08-10 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00145.html
軽量樹脂製手術器具の開発・事業化,,国立大学法人滋賀医科大学,2015-08-10 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00145.html
空圧式手指可動域改善補助装置の開発・事業化,,よこはまティーエルオー株式会社,2015-08-10 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00145.html
携帯型超音波画像診断装置の開発・事業化,,学校法人大阪医科大学,2015-08-10 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00145.html
在宅用人工呼吸器の開発・事業化,,公益財団法人 大分県産業創造機構,2015-08-10 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00145.html
良性消化管狭窄治療に使用する世界初の内視鏡挿入型消化管内分解ステントの開発・事業化,,公益財団法人ひろしま産業振興機構,2015-08-10 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00145.html
人工呼吸器の換気に同期した自動痰除去システムの開発・事業化,,学校法人順正学園九州保健福祉大学,2015-08-10 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00145.html
胃瘻増設にかかる食事の問題を解決するミキサー食注入装置の開発・事業化,,公益財団法人静岡県産業振興財団,2015-08-10 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00145.html
多孔質高分子樹脂を用いた低侵襲手術における吸引機構付き剥離機器の開発改良・海外展開,,一般財団法人大阪科学技術センター,2015-08-10 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00145.html
